2000-9-22,14612.87988
2000-9-25,15428.9502
2000-9-26,15290.84961
2000-9-27,15444.12988
2000-9-28,15415.75
2000-9-29,15648.98047
2000-10-3,15725.95996
2000-10-4,15878.88965
2000-10-5,16184.67969
2000-10-9,15693.5
2000-10-10,15554.11035
2000-10-11,15127
2000-10-12,15074.79981
2000-10-13,14680.5
2000-10-16,14973.40039
2000-10-17,14873.42969
2000-10-18,14458.51953
2000-10-19,14422.51953
2000-10-20,15044.53027
2000-10-23,15102.36035
2000-10-24,14925.92969
2000-10-25,15061.13965
2000-10-26,14996.24023
2000-10-27,14902.45996
2000-10-30,14799.90039
2000-10-31,14895.33984
2000-11-1,15349.00977
2000-11-2,15291.54004
2000-11-3,15594.12012
2000-11-6,15671.15039
2000-11-7,15820.79004
2000-11-8,15654.12988
2000-11-9,15504.79981
2000-11-10,15389.38965
2000-11-13,14815.69043
2000-11-14,15177.51953
2000-11-15,15127.40039
2000-11-16,15298.34961
2000-11-17,15180.84961
2000-11-20,15346.66016
2000-11-21,15188.29981
2000-11-22,14772.50977
2000-11-23,14563.50977
2000-11-24,14376.90039
2000-11-27,14602.75977
2000-11-28,14566.21973
2000-11-29,14169.05957
2000-11-30,13984.38965
2000-12-1,14441.42969
2000-12-4,14559.24023
2000-12-5,14573.20996
2000-12-6,15098.9502
2000-12-7,15011.51953
2000-12-8,15189.33008
2000-12-11,15408.54004
2000-12-12,15329.59961
2000-12-13,15621.73047
2000-12-14,15496.99023
2000-12-15,14975.53027
2000-12-18,15024.53027
2000-12-19,15188.04004
2000-12-20,14930.71973
2000-12-21,14659.32031
2000-12-22,14738.20996
2000-12-27,14748.36035
2000-12-28,14796.54981
2000-12-29,15095.53027
2001-1-2,14869.94043
2001-1-3,14589.58008
2001-1-4,15235.03027
2001-1-5,15447.61035
2001-1-8,15436.53027
2001-1-9,15500.58984
2001-1-10,15435.79004
2001-1-11,15090.76953
2001-1-12,15295.41992
2001-1-15,15293.75977
2001-1-16,15363.15039
2001-1-17,15261.48047
2001-1-18,15528.75
2001-1-19,15933.54981
2001-1-22,16099.26953
2001-1-23,16044.20996
2001-1-29,16099.82031
2001-1-30,15893.07031
2001-1-31,16102.34961
2001-2-1,16163.99023
2001-2-2,16071.29004
2001-2-5,15830.83984
2001-2-6,15913.24023
2001-2-7,16049.46973
2001-2-8,15909.40039
2001-2-9,15873.28027
2001-2-12,15693.11035
2001-2-13,15842.71973
2001-2-14,15860.41992
2001-2-15,15756.37012
2001-2-16,15630.30957
2001-2-19,15490.95996
2001-2-20,15527.36035
2001-2-21,15351.50977
2001-2-22,15098.63965
2001-2-23,15280.55957
2001-2-26,15230.21973
2001-2-27,14834.73047
2001-2-28,14787.87012
2001-3-1,14360.55957
2001-3-2,13966.42969
2001-3-5,14135.25977
2001-3-6,14321.04981
2001-3-7,14177.36035
2001-3-8,14208.9502
2001-3-9,14194.34961
2001-3-12,13776.71973
2001-3-13,13493.03027
2001-3-14,13330.83984
2001-3-15,13504.16992
2001-3-16,13522.04004
2001-3-19,13457.69043
2001-3-20,13223.86035
2001-3-21,13154.44043
2001-3-22,12621.84961
2001-3-23,12583.36035
2001-3-26,12950.49023
2001-3-27,12707.90039
2001-3-28,12851.41016
2001-3-29,12677.88965
2001-3-30,12760.63965
2001-4-2,12727.29981
2001-4-3,12584.21973
2001-4-4,12063.70996
2001-4-6,12386.61035
2001-4-9,12202.09961
2001-4-10,12213.66992
2001-4-11,12706.42969
2001-4-12,12989.46973
2001-4-17,12606.4502
2001-4-18,12972.79981
2001-4-19,13548.9502
2001-4-20,13448.12988
2001-4-23,13311.5
2001-4-24,13274.61035
2001-4-25,13249.54981
2001-4-26,13293.11035
2001-4-27,13386.04004
2001-5-2,13814.24023
2001-5-3,13718.13965
2001-5-4,13390.99023
2001-5-7,13600.78027
2001-5-8,13540.80957
2001-5-9,13585.13965
2001-5-10,13604.79981
2001-5-11,13636.61035
2001-5-14,13259.16992
2001-5-15,13250.08984
2001-5-16,13335.9502
2001-5-17,13637.87012
2001-5-18,13459.17969
2001-5-21,13721.26953
2001-5-22,13877.9502
2001-5-23,13839.09961
2001-5-24,13810.59961
2001-5-25,13753.99023
2001-5-28,13739.07031
2001-5-29,13629.61035
2001-5-30,13420.12988
2001-5-31,13174.41016
2001-6-1,13141.37988
2001-6-4,13207.49023
2001-6-5,13451.87012
2001-6-6,13576.00977
2001-6-7,13703.42969
2001-6-8,13808.88965
2001-6-11,13675.49023
2001-6-12,13526.67969
2001-6-13,13523.30957
2001-6-14,13248.88965
2001-6-15,13102.5
2001-6-18,12948.78027
2001-6-19,13133.66016
2001-6-20,12918.70996
2001-6-21,13187.4502
2001-6-22,13174.01953
2001-6-26,12961.96973
2001-6-27,13004.20996
2001-6-28,12827.82031
2001-6-29,13042.53027
2001-7-3,13184.75
2001-7-4,13207.53027
2001-7-5,12999.48047
2001-7-9,12690.67969
2001-7-10,12713.90039
2001-7-11,12527.90039
2001-7-12,12660.2002
2001-7-13,12612.79004
2001-7-16,12624.53027
2001-7-17,12495.25
2001-7-18,12427.19043
2001-7-19,12279.82031
2001-7-20,12301.67969
2001-7-23,12236.4502
2001-7-24,12214.09961
2001-7-26,12039.82031
2001-7-27,12182.16992
2001-7-30,12086.66016
2001-7-31,12316.69043
2001-8-1,12478.74023
2001-8-2,12466.37012
2001-8-3,12269.08008
2001-8-6,12148.80957
2001-8-7,12007.19043
2001-8-8,11958.00977
2001-8-9,11716.76953
2001-8-10,11765.80957
2001-8-13,11694.29004
2001-8-14,11991.00977
2001-8-15,12141.62988
2001-8-16,11832.44043
2001-8-17,11754.80957
2001-8-20,11458.7002
2001-8-21,11440.34961
2001-8-22,11188.57031
2001-8-23,11345.37988
2001-8-24,11110.29981
2001-8-27,11234.71973
2001-8-28,11300.53027
2001-8-29,11242.41016
2001-8-30,11315.62988
2001-8-31,11090.48047
2001-9-3,10902.63965
2001-9-4,11136.86035
2001-9-5,10943.13965
2001-9-6,10664.32031
2001-9-7,10384.2002
2001-9-10,10366.32031
2001-9-11,10417.36035
2001-9-12,9493.620117
2001-9-13,9569.209961
2001-9-14,9655.450195
2001-9-17,9319.349609
2001-9-18,9307.900391
2001-9-19,9558.150391
2001-9-20,9317.980469
2001-9-21,8934.200195
2001-9-24,9284.5
2001-9-25,9210.05957
2001-9-26,9371.75
2001-9-27,9600.790039
2001-9-28,9950.700195
2001-10-3,9897.139648
2001-10-4,10286.38965
2001-10-5,10277.37988
2001-10-8,9967.830078
2001-10-9,10358.92969
2001-10-10,10298.24023
2001-10-11,10522.61035
2001-10-12,10274.12988
2001-10-15,10130.58984
2001-10-16,10148.49023
2001-10-17,10260.80957
2001-10-18,9880.610352
2001-10-19,9825.839844
2001-10-22,9797.540039
2001-10-23,10219.83984
2001-10-24,10243.45996
2001-10-25,10243.45996
2001-10-26,10404.74023
2001-10-29,10178.08984
2001-10-30,10076.42969
2001-10-31,10073.96973
2001-11-1,10158.84961
2001-11-2,10186.05957
2001-11-5,10430.71973
2001-11-6,10356.04981
2001-11-7,10269.79004
2001-11-8,10538.62012
2001-11-9,10609.25
2001-11-12,10592.4502
2001-11-13,10662.83984
2001-11-14,10950.04004
2001-11-15,11239.38965
2001-11-16,11287.37012
2001-11-19,11360.25977
2001-11-20,11225.79004
2001-11-21,11173.91992
2001-11-22,11253.29981
2001-11-23,11322.36035
2001-11-26,11391.95996
2001-11-27,11261.54004
2001-11-28,11066.19043
2001-11-29,11090.74023
2001-11-30,11279.25
2001-12-3,11155.15039
2001-12-4,11427.28027
2001-12-5,11678.44043
2001-12-6,11745.83984
2001-12-7,11832.17969
2001-12-10,11784.91992
2001-12-11,11693.04981
2001-12-12,11847.05957
2001-12-13,11529.54004
2001-12-14,11466.11035
2001-12-17,11465.78027
2001-12-18,11486.92969
2001-12-19,11565.23047
2001-12-20,11601.13965
2001-12-21,11158.09961
2001-12-24,11209.78027
2001-12-27,11359.5
2001-12-28,11431.58984
2001-12-31,11397.20996
2002-1-2,11350.84961
2002-1-3,11423.51953
2002-1-4,11702.15039
2002-1-7,11892.63965
2002-1-8,11713.70996
2002-1-9,11440.71973
2002-1-10,11256.07031
2002-1-11,11166.45996
2002-1-14,11209.42969
2002-1-15,11013.58984
2002-1-16,10964.08984
2002-1-17,11013.83984
2002-1-18,10972.95996
2002-1-21,11000.25
2002-1-22,10797.69043
2002-1-23,10762.13965
2002-1-24,10741.45996
2002-1-25,10772.95996
2002-1-28,10767.45996
2002-1-29,11014.24023
2002-1-30,10756.95996
2002-1-31,10725.29981
2002-2-1,10691.25
2002-2-4,10721.32031
2002-2-5,10609.19043
2002-2-6,10592.38965
2002-2-7,10409.67969
2002-2-8,10518.99023
2002-2-11,10832.74023
2002-2-15,10961.87988
2002-2-18,11002.80957
2002-2-19,10840.49023
2002-2-20,10749.05957
2002-2-21,10788.90039
2002-2-22,10664.94043
2002-2-25,10496.01953
2002-2-26,10547.12988
2002-2-27,10648.70996
2002-2-28,10482.54981
2002-3-1,10425.30957
2002-3-4,10704.12012
2002-3-5,10985.83984
2002-3-6,11003
2002-3-7,11188.07031
2002-3-8,11233.23047
2002-3-11,11318.87012
2002-3-12,11273.86035
2002-3-13,11217.5
2002-3-14,11303.7002
2002-3-15,11210.25
2002-3-18,11230.63965
2002-3-19,11222.83008
2002-3-20,11036.59961
2002-3-21,10829.73047
2002-3-22,10863.07031
2002-3-25,10836.63965
2002-3-26,10786.91992
2002-3-27,10987.87988
2002-3-28,11032.91992
2002-4-2,10878.04004
2002-4-3,10833.95996
2002-4-4,10831.37012
2002-4-8,10723.67969
2002-4-9,10733.69043
2002-4-10,10643.13965
2002-4-11,10744.91016
2002-4-12,10710.48047
2002-4-15,10727.98047
2002-4-16,10788.53027
2002-4-17,11090.58008
2002-4-18,11217.15039
2002-4-19,11252.17969
2002-4-22,11139.41992
2002-4-23,11345.17969
2002-4-24,11396.57031
2002-4-25,11409.29004
2002-4-26,11385.08008
2002-4-29,11361.49023
2002-4-30,11497.58008
2002-5-2,11780.11035
2002-5-3,11797.21973
2002-5-6,11736.2002
2002-5-7,11795.98047
2002-5-8,11768.30957
2002-5-9,11700.75977
2002-5-10,11645.90039
2002-5-13,11733.42969
2002-5-14,11690.30957
2002-5-15,11838.36035
2002-5-16,11832.76953
2002-5-17,11974.61035
2002-5-21,11753.29004
2002-5-22,11795.2002
2002-5-23,11624.75
2002-5-24,11626.78027
2002-5-27,11564.73047
2002-5-28,11581.58008
2002-5-29,11430.66016
2002-5-30,11380.61035
2002-5-31,11301.94043
2002-6-3,11359.79981
2002-6-4,11312.54981
2002-6-5,11402.37988
2002-6-6,11380.76953
2002-6-7,11284.70996
2002-6-10,11288.83984
2002-6-11,11215.01953
2002-6-12,11147.96973
2002-6-13,11119.33008
2002-6-14,10955.51953
2002-6-17,10832.25977
2002-6-18,10852.04004
2002-6-19,10673.11035
2002-6-20,10754.41016
2002-6-21,10591.86035
2002-6-24,10657.33984
2002-6-25,10608.98047
2002-6-26,10355.91992
2002-6-27,10518.08984
2002-6-28,10598.54981
2002-7-2,10491.75977
2002-7-3,10579.19043
2002-7-4,10765.58008
2002-7-5,10806.16016
2002-7-8,10803.4502
2002-7-9,10843.15039
2002-7-10,10787.54004
2002-7-11,10558.80957
2002-7-12,10648.29981
2002-7-15,10581.66016
2002-7-16,10421.49023
2002-7-17,10335.12012
2002-7-18,10452.54981
2002-7-19,10325.45996
2002-7-22,10110.25
2002-7-23,10313.88965
2002-7-24,9971.990234
2002-7-25,9884.780273
2002-7-26,9773.120117
2002-7-29,9975.990234
2002-7-30,10155.25
2002-7-31,10267.36035
2002-8-1,10180.01953
2002-8-2,9991.719727
2002-8-5,9862.330078
2002-8-6,9700.69043
2002-8-7,9977.740234
2002-8-8,9962.240234
2002-8-9,10014.05957
2002-8-12,9959.919922
2002-8-13,10100.05957
2002-8-14,9961.349609
2002-8-15,10219.70996
2002-8-16,10265.04004
2002-8-19,10246.95996
2002-8-20,10408.00977
2002-8-21,10402.25977
2002-8-22,10424
2002-8-23,10245.69043
2002-8-26,10226.33008
2002-8-27,10185.51953
2002-8-28,10130.25
2002-8-29,10061.15039
2002-8-30,10043.87012
2002-9-2,9896.980469
2002-9-3,9790.679688
2002-9-4,9820.330078
2002-9-5,9726.030273
2002-9-6,9720.860352
2002-9-9,9723.669922
2002-9-10,9885.769531
2002-9-11,9882.349609
2002-9-12,9896.330078
2002-9-13,9650.969727
2002-9-16,9505.129883
2002-9-17,9707.25
2002-9-18,9474.070312
2002-9-19,9427.790039
2002-9-20,9328.219727
2002-9-23,9314.870117
2002-9-24,9197.679688
2002-9-25,9124.910156
2002-9-26,9270.709961
2002-9-27,9294.459961
2002-9-30,9072.209961
2002-10-2,9109.349609
2002-10-3,8984.320312
2002-10-4,9051.370117
2002-10-7,8931.400391
2002-10-8,8977.410156
2002-10-9,8977.349609
2002-10-10,8858.69043
2002-10-11,8965.730469
2002-10-15,9336.389648
2002-10-16,9459.139648
2002-10-17,9576.150391
2002-10-18,9613.070312
2002-10-21,9570.360352
2002-10-22,9548.94043
2002-10-23,9804.650391
2002-10-24,9787.490234
2002-10-25,9722.540039
2002-10-28,9853.740234
2002-10-29,9634.669922
2002-10-30,9560.459961
2002-10-31,9441.25
2002-11-1,9407.679688
2002-11-4,9720.830078
2002-11-5,9655.360352
2002-11-6,9773.980469
2002-11-7,9844.379883
2002-11-8,9770.679688
2002-11-11,9580.879883
2002-11-12,9613.839844
2002-11-13,9616.620117
2002-11-14,9740.839844
2002-11-15,9865.650391
2002-11-18,9920.089844
2002-11-19,9965.030273
2002-11-20,9971.150391
2002-11-21,10003.54004
2002-11-22,10065.32031
2002-11-25,10100.76953
2002-11-26,9995.519531
2002-11-27,9944.589844
2002-11-28,10147.83984
2002-11-29,10069.87012
2002-12-2,10205.16016
2002-12-3,10227.00977
2002-12-4,9995.730469
2002-12-5,10009.87988
2002-12-6,9973.75
2002-12-9,9868.480469
2002-12-10,9857.990234
2002-12-11,9784.570312
2002-12-12,9813.780273
2002-12-13,9728.429688
2002-12-16,9656.459961
2002-12-17,9715.740234
2002-12-18,9548.650391
2002-12-19,9557.860352
2002-12-20,9628.69043
2002-12-23,9570.929688
2002-12-24,9561.629883
2002-12-27,9445.259766
2002-12-30,9272.330078
2002-12-31,9321.290039
2003-1-2,9365.519531
2003-1-3,9583.849609
2003-1-6,9665.959961
2003-1-7,9652.400391
2003-1-8,9688.209961
2003-1-9,9675.410156
2003-1-10,9721.5
2003-1-13,9834.080078
2003-1-14,9796.30957
2003-1-15,9873.490234
2003-1-16,9743.230469
2003-1-17,9614.589844
2003-1-20,9552.019531
2003-1-21,9568.469727
2003-1-22,9560.290039
2003-1-23,9584.700195
2003-1-24,9460.599609
2003-1-27,9298.669922
2003-1-28,9325.599609
2003-1-29,9240.790039
2003-1-30,9258.950195
2003-2-4,9252.709961
2003-2-5,9180.469727
2003-2-6,9126.150391
2003-2-7,9150.950195
2003-2-10,9232.139648
2003-2-11,9194.910156
2003-2-12,9314.900391
2003-2-13,9173.429688
2003-2-14,9201.759766
2003-2-17,9383.679688
2003-2-18,9397.049805
2003-2-19,9427.629883
2003-2-20,9390.480469
2003-2-21,9250.860352
2003-2-24,9239.469727
2003-2-25,9148.480469
2003-2-26,9116.280273
2003-2-27,9134.240234
2003-2-28,9122.660156
2003-3-3,9268.769531
2003-3-4,9181.889648
2003-3-5,9109.179688
2003-3-6,8962.259766
2003-3-7,8907.099609
2003-3-10,8861.870117
2003-3-11,8859.929688
2003-3-12,8874.990234
2003-3-13,8787.450195
2003-3-14,8956.169922
2003-3-17,8804.160156
2003-3-18,9041.509766
2003-3-19,9158.589844
2003-3-20,9194.55957
2003-3-21,9179.19043
2003-3-24,9108.450195
2003-3-25,9062.150391
2003-3-26,9047.089844
2003-3-27,8872.320312
2003-3-28,8863.360352
2003-3-31,8634.450195
2003-4-1,8596.889648
2003-4-2,8706.19043
2003-4-3,8648.160156
2003-4-4,8822.450195
2003-4-7,8962.209961
2003-4-8,8806.660156
2003-4-9,8636.849609
2003-4-10,8625.719727
2003-4-11,8645.650391
2003-4-14,8533.549805
2003-4-15,8632.099609
2003-4-16,8675.139648
2003-4-17,8579.139648
2003-4-22,8571.910156
2003-4-23,8519.599609
2003-4-24,8442.110352
2003-4-25,8409.009766
2003-4-28,8435.040039
2003-4-29,8744.219727
2003-4-30,8717.219727
2003-5-2,8808.179688
2003-5-5,8916.490234
2003-5-6,8889.219727
2003-5-7,8901.049805
2003-5-9,9084.160156
2003-5-12,9155.570312
2003-5-13,9119.040039
2003-5-14,9103.69043
2003-5-15,9126.070312
2003-5-16,9093.179688
2003-5-19,9087.370117
2003-5-20,9050.400391
2003-5-21,9059.799805
2003-5-22,9131.490234
2003-5-23,9303.730469
2003-5-26,9492.709961
2003-5-27,9420.80957
2003-5-28,9510.620117
2003-5-29,9508.549805
2003-5-30,9487.379883
2003-6-2,9637.530273
2003-6-3,9662.820312
2003-6-5,9639.009766
2003-6-6,9694.629883
2003-6-9,9733.509766
2003-6-10,9703.719727
2003-6-11,9662.05957
2003-6-12,9736.839844
2003-6-13,9855.639648
2003-6-16,9862.280273
2003-6-17,10030.37012
2003-6-18,9970.299805
2003-6-19,9980.110352
2003-6-20,9930.30957
2003-6-23,9734.290039
2003-6-24,9629.349609
2003-6-25,9628.990234
2003-6-26,9606.110352
2003-6-27,9657.209961
2003-6-30,9577.120117
2003-7-2,9602.620117
2003-7-3,9646.099609
2003-7-4,9636.80957
2003-7-7,9892.400391
2003-7-8,9992.870117
2003-7-9,10027.41016
2003-7-10,9983.30957
2003-7-11,9911.5
2003-7-14,10122.40039
2003-7-15,10135.54981
2003-7-16,10207.16992
2003-7-17,10096.71973
2003-7-18,10140.83984
2003-7-21,10102.86035
2003-7-22,10008.70996
2003-7-23,9900.55957
2003-7-24,9923.139648
2003-7-25,9939.200195
2003-7-28,10134.87988
2003-7-29,10198.59961
2003-7-30,10121.21973
2003-7-31,10134.83008
2003-8-1,10248.59961
2003-8-4,10183.13965
2003-8-5,10177.37988
2003-8-6,9987.540039
2003-8-7,9958.049805
2003-8-8,9945.219727
2003-8-11,10093.54004
2003-8-12,10184.16992
2003-8-13,10301.46973
2003-8-14,10374.01953
2003-8-15,10424.55957
2003-8-18,10525.04004
2003-8-19,10509.29004
2003-8-20,10475.33008
2003-8-21,10643.62988
2003-8-22,10760.73047
2003-8-25,10764.21973
2003-8-26,10753.92969
2003-8-27,10678.54981
2003-8-28,10760.12012
2003-8-29,10908.99023
2003-9-1,10903.40039
2003-9-2,10939.94043
2003-9-3,11102.36035
2003-9-4,11138.62012
2003-9-5,11170.61035
2003-9-8,11165.28027
2003-9-9,11046.82031
2003-9-10,10810.30957
2003-9-11,10883.51953
2003-9-15,10992.73047
2003-9-16,11071.37988
2003-9-17,11140.04981
2003-9-18,11069.21973
2003-9-19,10968.41992
2003-9-22,10873.26953
2003-9-23,10944.36035
2003-9-24,11295.88965
2003-9-25,11286.51953
2003-9-26,11290.15039
2003-9-29,11141.28027
2003-9-30,11229.87012
2003-10-2,11546.12012
2003-10-3,11608.71973
2003-10-6,11734.48047
2003-10-7,11723.91992
2003-10-8,11720.79981
2003-10-9,11800.37012
2003-10-10,11935.83008
2003-10-13,11961.96973
2003-10-14,11856.01953
2003-10-15,12056.17969
2003-10-16,12027.57031
2003-10-17,12044.49023
2003-10-20,12147.88965
2003-10-21,12250.69043
2003-10-22,12238.62988
2003-10-23,11737.17969
2003-10-24,11736.37012
2003-10-27,11749.71973
2003-10-28,12091.87988
2003-10-29,12130.50977
2003-10-30,12143.34961
2003-10-31,12190.09961
2003-11-3,12386.80957
2003-11-4,12440.71973
2003-11-5,12438.91992
2003-11-6,12150.08984
2003-11-7,12215.16992
2003-11-10,12156.67969
2003-11-11,12003.62012
2003-11-12,11971.48047
2003-11-13,12227.57031
2003-11-14,12203.53027
2003-11-17,11997.01953
2003-11-18,12027.25977
2003-11-19,11872.99023
2003-11-20,11845.41016
2003-11-21,11839.79981
2003-11-24,11848.55957
2003-11-25,12008.07031
2003-11-26,12086.66992
2003-11-27,12075.99023
2003-11-28,12317.46973
2003-12-1,12456.99023
2003-12-2,12412.23047
2003-12-3,12361.17969
2003-12-4,12342.65039
2003-12-5,12314.73047
2003-12-8,12177.44043
2003-12-9,12393.63965
2003-12-10,12398.37988
2003-12-11,12554.58008
2003-12-12,12594.41992
2003-12-15,12520.16992
2003-12-16,12260.33008
2003-12-17,12193.12012
2003-12-18,12240.25
2003-12-19,12371.75
2003-12-22,12487.99023
2003-12-23,12420.50977
2003-12-24,12456.7002
2003-12-29,12464.29004
2003-12-30,12526.74023
2003-12-31,12575.94043
2004-1-2,12801.48047
2004-1-5,13005.33008
2004-1-6,13036.32031
2004-1-7,13157.67969
2004-1-8,13203.58984
2004-1-9,13385.79981
2004-1-12,13352.21973
2004-1-13,13396.65039
2004-1-14,13320.87988
2004-1-15,13249.80957
2004-1-16,13167.75977
2004-1-19,13253.30957
2004-1-20,13570.42969
2004-1-21,13750.58008
2004-1-26,13727.26953
2004-1-27,13761.87988
2004-1-28,13431.78027
2004-1-29,13334.00977
2004-1-30,13289.37012
2004-2-2,12999.98047
2004-2-3,13090.00977
2004-2-4,13086.73047
2004-2-5,13030.94043
2004-2-6,13309.59961
2004-2-9,13576.67969
2004-2-10,13515.66016
2004-2-11,13524.75977
2004-2-12,13625.12988
2004-2-13,13739.79981
2004-2-16,13831.53027
2004-2-17,13815.44043
2004-2-18,13928.37988
2004-2-19,13867.21973
2004-2-20,13868.37012
2004-2-23,13765.07031
2004-2-24,13756.41016
2004-2-25,13599.46973
2004-2-26,13674.63965
2004-2-27,13907.03027
2004-3-1,13918.65039
2004-3-2,13731.34961
2004-3-3,13454.08984
2004-3-4,13451.55957
2004-3-5,13454.75977
2004-3-8,13573.54004
2004-3-9,13397.25
2004-3-10,13214.2002
2004-3-11,13024.05957
2004-3-12,12932.23047
2004-3-15,12919.41016
2004-3-16,12932.62012
2004-3-17,12975.71973
2004-3-18,12816.19043
2004-3-19,12790.58008
2004-3-22,12550.91016
2004-3-23,12588.36035
2004-3-24,12678.12988
2004-3-25,12520.20996
2004-3-26,12483.24023
2004-3-29,12427.33984
2004-3-30,12641.38965
2004-3-31,12681.66992
2004-4-1,12676.25
2004-4-2,12731.75977
2004-4-6,12886.96973
2004-4-7,12920.04981
2004-4-8,12909.37012
2004-4-13,13031.80957
2004-4-14,12669.86035
2004-4-15,12479.25977
2004-4-16,12458.37988
2004-4-19,12450
2004-4-20,12394.37012
2004-4-21,12227.29981
2004-4-22,12167.7002
2004-4-23,12383.94043
2004-4-26,12132.67969
2004-4-27,12154.91016
2004-4-28,12165.30957
2004-4-29,12005.58008
2004-4-30,11942.95996
2004-5-3,11950.62012
2004-5-4,12098.29981
2004-5-5,11950.45996
2004-5-6,12010.30957
2004-5-7,11910.75977
2004-5-10,11485.5
2004-5-11,11508.08984
2004-5-12,11528.17969
2004-5-13,11396.94043
2004-5-14,11276.86035
2004-5-17,10967.65039
2004-5-18,11072.38965
2004-5-19,11469.41016
2004-5-20,11339.62012
2004-5-21,11576.00977
2004-5-24,11662.96973
2004-5-25,11692.55957
2004-5-27,11983.90039
2004-5-28,12116.87012
2004-5-31,12198.24023
2004-6-1,12105.54981
2004-6-2,12201.75
2004-6-3,11929.92969
2004-6-4,12022.63965
2004-6-7,12326.84961
2004-6-8,12344.16016
2004-6-9,12339.94043
2004-6-10,12422.87012
2004-6-11,12396.38965
2004-6-14,12076.57031
2004-6-15,12050.69043
2004-6-16,12161.78027
2004-6-17,12082.86035
2004-6-18,11855.54981
2004-6-21,11845.58984
2004-6-23,11849.76953
2004-6-24,12163.67969
2004-6-25,12185.51953
2004-6-28,12194.59961
2004-6-29,12116.29981
2004-6-30,12285.75
2004-7-2,12220.12988
2004-7-5,12252.11035
2004-7-6,12284.08008
2004-7-7,12320.25977
2004-7-8,12119.75
2004-7-9,12202.25977
2004-7-12,12191.00977
2004-7-13,12078.33008
2004-7-14,11932.83008
2004-7-15,11939.41016
2004-7-16,12059.2002
2004-7-19,12166.9502
2004-7-20,12123.62988
2004-7-21,12395.11035
2004-7-22,12320.20996
2004-7-23,12352.99023
2004-7-26,12319.83008
2004-7-27,12301.32031
2004-7-28,12320.26953
2004-7-29,12183.09961
2004-7-30,12238.03027
2004-8-2,12201.38965
2004-8-3,12357.12012
2004-8-4,12280.25977
2004-8-5,12491.91992
2004-8-6,12478.67969
2004-8-9,12467.41016
2004-8-10,12408.04004
2004-8-11,12343.12988
2004-8-12,12413.42969
2004-8-13,12359.83008
2004-8-16,12219.75
2004-8-17,12256.12012
2004-8-18,12228.54004
2004-8-19,12396.66992
2004-8-20,12376.90039
2004-8-23,12431.76953
2004-8-24,12646.49023
2004-8-25,12793.03027
2004-8-26,12784.38965
2004-8-27,12818.41992
2004-8-30,12877.78027
2004-8-31,12850.28027
2004-9-1,13023.87012
2004-9-2,12999.07031
2004-9-3,12948.09961
2004-9-6,13104.33984
2004-9-7,13136.04004
2004-9-8,13049.95996
2004-9-9,12942.2002
2004-9-10,13003.99023
2004-9-13,13139.57031
2004-9-14,13148.05957
2004-9-15,13084.40039
2004-9-16,13209.83984
2004-9-17,13224.92969
2004-9-20,13221.33008
2004-9-21,13304.48047
2004-9-22,13272.23047
2004-9-23,13280.42969
2004-9-24,13066.83984
2004-9-27,13021.90039
2004-9-28,12950.79981
2004-9-30,13120.03027
2004-10-4,13359.25
2004-10-5,13331.09961
2004-10-6,13271.57031
2004-10-7,13321.73047
2004-10-8,13241.45996
2004-10-11,13305.12988
2004-10-12,13251.58984
2004-10-13,13171.58008
2004-10-14,13035.37988
2004-10-15,13059.42969
2004-10-18,13034.74023
2004-10-19,13154.54981
2004-10-20,12999.12988
2004-10-21,13015.2002
2004-10-25,12818.09961
2004-10-26,12852.34961
2004-10-27,12838.70996
2004-10-28,13113.15039
2004-10-29,13054.66016
2004-11-1,13094.25
2004-11-2,13308.74023
2004-11-3,13397.66992
2004-11-4,13369.08984
2004-11-5,13494.9502
2004-11-8,13561.49023
2004-11-9,13516.66992
2004-11-10,13672.37012
2004-11-11,13624.50977
2004-11-12,13784.45996
2004-11-15,13932.21973
2004-11-16,13746.08008
2004-11-17,13824.98047
2004-11-18,13799.82031
2004-11-19,13787.67969
2004-11-22,13800.59961
2004-11-23,14023.29004
2004-11-24,13997.01953
2004-11-25,13926.61035
2004-11-26,13895.03027
2004-11-29,14066.91016
2004-11-30,14060.04981
2004-12-1,14162.79981
2004-12-2,14261.79004
2004-12-3,14211.83984
2004-12-6,14256.86035
2004-12-7,14235.78027
2004-12-8,14022.32031
2004-12-9,14008.82031
2004-12-10,13901.80957
2004-12-13,13886.16016
2004-12-14,14043.51953
2004-12-15,14078.54004
2004-12-16,14024.62988
2004-12-17,13992.44043
2004-12-20,14214.04004
2004-12-21,14180.79004
2004-12-22,14151.08008
2004-12-23,14235.29981
2004-12-24,14194.90039
2004-12-28,14196.9502
2004-12-29,14266.37988
2004-12-30,14163.54981
2004-12-31,14230.13965
2005-1-3,14237.41992
2005-1-4,14045.90039
2005-1-5,13764.36035
2005-1-6,13712.04004
2005-1-7,13574.86035
2005-1-10,13531.38965
2005-1-11,13509.25
2005-1-12,13565.30957
2005-1-13,13573.28027
2005-1-14,13494.78027
2005-1-17,13621.65039
2005-1-18,13604.21973
2005-1-19,13678.62988
2005-1-20,13543.58984
2005-1-21,13481.01953
2005-1-24,13386.99023
2005-1-25,13584.05957
2005-1-26,13623.67969
2005-1-27,13628.91016
2005-1-28,13650.05957
2005-1-31,13721.69043
2005-2-1,13578.25977
2005-2-2,13555.79981
2005-2-3,13515.33008
2005-2-4,13585.16992
2005-2-7,13795
